1000243,ZONE749,ZONE346,2024-05-27 09:23,46.5,172.0
1000244,ZONE600,ZONE652,2024-03-20 15:57,6.3,40.8
1000245,zone01,ZONE523,2024-08-31 07:36,41.6,162.9
1000246,ZONE449,ZONE436,2024-09-25 06:54,37.2,146.4
1000247,ZONE938,ZONE302,2024-12-14 14:02,41.5,155.3
1000248,ZONE692,ZONE655,2024-02-19 01:08,40.3,150.5
1000249,ZONE936,ZONE337,2024-09-13 21:08,13.8,60.5
1000250,ZONE_MAIN_B,ZONE047,2024-08-09 12:55,20.3,87.1
1000251,ZONE848,ZONE046,2024-07-16 20:22,43.7,162.8
1000252,ZONE_MAIN_A,ZONE961,2024-08-25 15:54,43.5,170.4
1000253,ZONE336,ZONE353,2024-05-14 12:04,5.7,32.5
1000254,ZONE01,ZONE627,2024-04-30 23:06,19.7,86.6
1000255,ZONE604,ZONE282,2024-05-19 08:19,9.4,40.0
1000256,ZONE342,ZONE671,2024-11-13 11:26,31.2,128.5
1000257,ZONE363,ZONE208,2024-01-06 23:10,17.9,81.7
1000258,ZONE417,ZONE991,2024-06-01 00:56,39.5,146.4
1000259,ZONE839,ZONE481,2024-07-08 01:38,35.3,133.2
1000260,ZONE875,ZONE247,2024-06-15 19:01,44.1,171.5
1000261,ZONE01,ZONE455,2024-12-26 13:12,22.1,89.1
1000262,ZONE330,ZONE575,2024-09-19 22:09,41.8,161.1
1000263,ZONE013,ZONE194,2024-07-14 19:09,11.5,48.2
1000264,ZONE069,ZONE534,2024-09-24 22:33,41.9,164.1
1000265,ZONE_MAIN_B,ZONE522,2024-02-21 14:32,14.0,65.7
1000266,ZONE_MAIN_B,ZONE543,2024-10-06 15:54,34.2,129.3
1000267,ZONE857,ZONE801,2024-07-02 05:29,25.0,97.2
1000268,ZONE_MAIN_A,ZONE791,2024-07-20 00:59,35.3,138.2
1000269,ZONE085,ZONE195,2024-07-06 19:08,34.0,126.9
1000270,ZONE765,ZONE593,2024-06-01 03:43,9.0,38.7
1000271,ZONE999,ZONE508,2024-04-15 21:18,29.0,107.1
1000272,ZONE004,ZONE774,2024-10-16 14:24,16.8,75.6
1000273,ZONE993,ZONE443,2024-07-31 10:33,26.0,97.0
1000274,ZONE970,ZONE724,2024-07-15 11:23,41.3,157.1
1000275,zone01,ZONE894,2024-12-03 01:26,45.8,173.3
1000276,ZONE314,ZONE211,2024-10-24 09:18,49.9,194.3
1000277,ZONE925,ZONE815,2024-09-04 16:14,45.4,175.7
1000278,ZONE01,ZONE362,2024-12-29 16:35,7.6,37.0
1000279,ZONE614,ZONE386,2024-03-22 14:09,15.1,63.7
1000280,ZONE076,ZONE922,2024-03-16 22:02,48.1,188.3
1000281,ZONE_MAIN_B,ZONE871,2024-06-18 07:20,35.6,133.0
1000282,ZONE_MAIN_A,ZONE829,2024-11-02 15:48,13.2,62.1
1000283,ZONE251,ZONE243,2024-06-08 09:28,44.8,163.8
1000284,ZONE602,ZONE632,2024-08-14 01:53,32.5,119.5
1000285,ZONE_MAIN_A,ZONE526,2024-01-16 02:00,40.5,148.7
1000286,ZONE068,ZONE500,2024-09-23 10:45,28.6,108.1
1000287,ZONE274,ZONE255,2024-11-18 22:44,38.0,148.9
1000288,ZONE573,ZONE166,2024-12-27 00:02,32.5,131.1
1000289,ZONE775,ZONE627,2024-10-09 11:07,22.4,85.4
1000290,ZONE572,ZONE410,2024-05-03 03:26,15.6,59.6
1000291,ZONE841,ZONE349,2024-05-21 10:53,47.7,181.0
1000292,ZONE146,ZONE780,2024-02-02 21:47,19.2,80.1
1000293,ZONE_MAIN_A,ZONE662,2024-07-05 09:12,24.1,92.9
1000294,ZONE052,ZONE952,2024-11-30 12:56,14.5,68.3
1000295,ZONE525,ZONE543,2024-10-26 23:00,3.8,20.2
1000296,ZONE406,ZONE836,2024-10-27 12:46,10.9,53.0
1000297,ZONE652,ZONE482,2024-10-29 13:10,48.6,184.7
1000298,ZONE382,ZONE188,2024-11-10 02:21,44.4,164.9
1000299,ZONE01,ZONE908,2024-10-10 12:14,44.1,172.5
1000300,ZONE_MAIN_B,ZONE811,2024-12-12 17:14,48.5,185.7
1000301,ZONE_MAIN_B,ZONE506,2024-03-09 13:53,38.6,144.1
1000302,ZONE_MAIN_A,ZONE122,2024-07-27 02:42,37.5,149.3
1000303,ZONE_MAIN_B,ZONE054,2024-07-22 10:59,19.3,80.5
1000304,ZONE908,ZONE164,2024-06-08 18:12,30.2,119.9
1000305,ZONE869,ZONE044,2024-01-25 05:57,13.3,65.0
1000306,ZONE_MAIN_A,ZONE662,2024-10-16 14:54,5.7,36.8
1000307,ZONE361,ZONE293,2024-12-07 03:45,15.3,60.7
1000308,ZONE_MAIN_B,ZONE523,2024-02-01 05:08,7.4,36.1
1000309,ZONE236,ZONE165,2024-07-28 14:40,32.5,120.0
1000310,ZONE632,ZONE846,2024-05-23 12:34,16.3,64.4
1000311,ZONE695,ZONE322,2024-10-21 16:22,16.5,65.1
1000312,ZONE214,ZONE415,2024-11-23 01:41,40.3,148.9
1000313,ZONE627,ZONE082,2024-10-25 09:41,33.9,131.0
1000314,ZONE835,ZONE329,2024-09-27 13:19,29.2,119.6
1000315,ZONE560,ZONE500,2024-04-09 22:48,48.3,175.5
1000316,ZONE496,ZONE309,2024-11-30 13:13,1.7,15.8
1000317,ZONE109,ZONE180,2024-07-24 15:46,5.9,33.6
1000318,ZONE999,ZONE523,2024-02-01 23:27,4.2,32.1
1000319,ZONE933,ZONE611,2024-05-27 19:07,13.8,63.1
1000320,ZONE995,ZONE693,2024-03-08 10:38,47.1,184.2
1000321,zone01,ZONE081,2024-02-21 14:02,47.7,177.5
1000322,ZONE621,ZONE404,2024-08-27 09:28,2.0,16.0
1000323,ZONE788,ZONE325,2024-02-01 19:29,22.3,95.1
1000324,ZONE877,ZONE759,2024-07-29 07:46,2.8,16.4
1000325,ZONE048,ZONE889,2024-05-18 23:57,25.3,101.0
1000326,ZONE653,ZONE568,2024-11-09 16:46,19.6,87.8
1000327,ZONE694,ZONE956,2024-03-30 21:35,18.5,77.4
1000328,ZONE_MAIN_A,ZONE678,2024-08-28 17:05,39.8,154.8
1000329,ZONE_MAIN_B,ZONE631,2024-06-01 20:21,21.5,85.9
1000330,ZONE121,ZONE188,2024-11-14 22:50,12.8,50.1
1000331,ZONE317,ZONE092,2024-01-09 10:42,37.7,147.9
1000332,ZONE308,ZONE675,2024-09-28 13:30,15.7,74.7
1000333,ZONE061,ZONE611,2024-07-11 05:56,11.6,50.2
1000334,ZONE457,ZONE087,2024-08-19 11:04,30.4,120.8
INVALID_ID,ZONE01,ZONE711,2024-12-29 23:22,35.0,129.3
1000336,ZONE314,ZONE100,2024-02-19 01:50,36.5,133.4
1000337,ZONE01,ZONE779,2024-12-22 23:29,10.4,55.7
1000338,ZONE711,ZONE484,2024-02-26 21:56,28.9,120.0
1000339,ZONE646,ZONE387,2024-06-10 12:43,11.6,47.1
1000340,ZONE850,ZONE387,2024-03-09 03:48,37.9,140.7
1000341,ZONE502,ZONE376,2024-12-02 05:43,37.8,145.1
1000342,ZONE895,ZONE813,2024-06-03 10:47,12.8,60.3
1000343,ZONE867,ZONE892,2024-03-17 06:12,38.5,151.6
1000344,ZONE999,ZONE193,2024-03-21 07:44,38.6,141.3
1000345,ZONE843,ZONE140,2024-11-26 01:39,10.8,50.7
1000346,ZONE_MAIN_B,ZONE890,2024-12-16 09:09,13.6,63.0
1000347,ZONE880,ZONE672,2024-05-30 02:23,10.8,48.6
1000348,ZONE168,ZONE929,2024-04-18 12:28,28.5,117.9
1000349,ZONE801,ZONE429,2024-07-17 14:26,34.0,125.3
1000350,ZONE962,ZONE316,2024-09-22 07:40,39.8,153.7
1000351,zone01,ZONE963,2024-07-01 17:32,27.9,108.7
1000352,ZONE339,2024-11-11 10:04,10.5,50.4
1000353,ZONE457,ZONE061,2024-10-08 10:44,46.4,176.1
1000354,ZONE045,ZONE795,2024-03-26 00:12,37.7,146.6
1000355,ZONE115,ZONE749,2024-10-07 00:41,20.6,83.6
1000356,ZONE_MAIN_B,ZONE538,2024-11-03 02:12,39.8,154.9
1000357,ZONE547,ZONE845,2024-05-17 00:52,47.3,184.2
ZONE229,ZONE230,2024-06-16 03:27,22.0,93.1
1000359,ZONE_MAIN_B,ZONE920,2024-04-08 16:32,9.9,44.9
1000360,zone01,ZONE751,2024-11-21 06:25,16.0,61.9
1000361,ZONE938,ZONE846,2024-11-07 08:27,25.6,102.0
1000362,ZONE538,ZONE388,2024-11-17 11:02,19.3,74.4
1000363,ZONE_MAIN_B,ZONE898,2024-08-23 10:13,46.1,175.7
1000364,ZONE265,ZONE272,2024-04-29 19:42,21.4,80.7
1000365,ZONE960,ZONE720,2024-11-03 06:43,41.5,163.5
1000366,ZONE259,ZONE124,2024-08-30 21:32,26.1,97.9
1000367,ZONE205,ZONE393,2024-02-15 00:05,15.6,67.6
1000368,ZONE803,ZONE390,2024-05-13 23:23,36.7,142.3
1000369,ZONE860,ZONE230,2024-02-06 19:24,21.0,89.4
1000370,ZONE774,ZONE626,2024-10-18 16:23,32.7,134.0
1000371,ZONE01,ZONE520,2024-07-15 19:41,33.4,124.8
1000372,ZONE033,ZONE261,2024-09-09 20:40,45.2,167.6
1000373,ZONE306,ZONE637,2024-01-13 16:11,27.5,103.6
1000374,ZONE170,ZONE776,2024-10-11 08:45,16.3,67.4
1000375,ZONE163,ZONE253,2024-02-23 19:55,29.6,112.3
1000376,ZONE913,ZONE177,2024-05-21 05:03,42.9,164.7
1000377,ZONE700,ZONE499,2024-07-03 18:29,28.9,109.6
1000378,ZONE098,ZONE918,2024-03-31 15:29,46.3,169.9
1000379,ZONE637,ZONE003,2024-03-08 12:40,10.4,53.3
1000380,ZONE236,ZONE835,2024-08-29 10:21,37.9,148.7
1000381,ZONE124,ZONE963,2024-03-21 08:37,15.8,69.1
1000382,ZONE822,ZONE575,2024-01-12 08:19,32.1,123.7
1000383,ZONE409,ZONE091,2024-02-29 16:04,47.4,171.3
1000384,ZONE656,ZONE525,2024-01-22 06:28,18.7,74.3
1000385,ZONE_MAIN_B,ZONE737,2024-09-09 05:27,18.2,80.3
